1.499750e+01  1.000000e+00  0.000000e+00  
4.499250e+01  0.000000e+00  1.000000e+00  
7.498750e+01  0.000000e+00  0.000000e+00  
1.049825e+02  0.000000e+00  0.000000e+00  
1.349775e+02  0.000000e+00  0.000000e+00  
1.649725e+02  0.000000e+00  1.000000e+00  
1.949675e+02  0.000000e+00  0.000000e+00  
2.249625e+02  0.000000e+00  0.000000e+00  
2.549575e+02  0.000000e+00  0.000000e+00  
2.849525e+02  0.000000e+00  0.000000e+00  
3.149475e+02  0.000000e+00  0.000000e+00  
3.449425e+02  0.000000e+00  0.000000e+00  
3.749375e+02  0.000000e+00  0.000000e+00  
4.049325e+02  0.000000e+00  0.000000e+00  
4.349275e+02  0.000000e+00  0.000000e+00  
4.649225e+02  0.000000e+00  0.000000e+00  
4.949175e+02  0.000000e+00  0.000000e+00  
5.249125e+02  0.000000e+00  0.000000e+00  
5.549075e+02  0.000000e+00  0.000000e+00  
5.849025e+02  1.000000e+00  0.000000e+00  
6.148975e+02  2.000000e+00  0.000000e+00  
6.448925e+02  0.000000e+00  0.000000e+00  
6.748875e+02  0.000000e+00  0.000000e+00  
7.048825e+02  0.000000e+00  0.000000e+00  
7.348775e+02  5.000000e+00  0.000000e+00  
7.648725e+02  2.000000e+00  0.000000e+00  
7.948675e+02  4.000000e+00  0.000000e+00  
8.248625e+02  5.000000e+00  0.000000e+00  
8.548575e+02  5.000000e+00  0.000000e+00  
8.848525e+02  3.000000e+00  0.000000e+00  
9.148475e+02  4.000000e+00  0.000000e+00  
9.448425e+02  6.000000e+00  0.000000e+00  
9.748375e+02  3.000000e+00  0.000000e+00  
1.004832e+03  3.000000e+00  0.000000e+00  
1.034828e+03  9.000000e+00  0.000000e+00  
1.064822e+03  1.500000e+01  0.000000e+00  
1.094818e+03  8.000000e+00  2.000000e+00  
1.124812e+03  1.400000e+01  4.000000e+00  
1.154807e+03  2.300000e+01  2.000000e+00  
1.184803e+03  1.200000e+01  5.000000e+00  
1.214797e+03  1.300000e+01  9.000000e+00  
1.244793e+03  2.300000e+01  5.000000e+00  
1.274787e+03  2.100000e+01  1.400000e+01  
1.304783e+03  2.400000e+01  1.400000e+01  
1.334777e+03  1.400000e+01  1.900000e+01  
1.364773e+03  4.100000e+01  2.900000e+01  
1.394767e+03  3.800000e+01  4.300000e+01  
1.424763e+03  4.300000e+01  1.020000e+02  
1.454757e+03  5.200000e+01  1.160000e+02  
1.484753e+03  4.600000e+01  2.180000e+02  
1.514747e+03  5.900000e+01  2.680000e+02  
1.544743e+03  8.400000e+01  3.090000e+02  
1.574737e+03  6.900000e+01  3.300000e+02  
1.604733e+03  7.300000e+01  2.660000e+02  
1.634727e+03  8.900000e+01  2.660000e+02  
1.664723e+03  9.300000e+01  2.150000e+02  
1.694717e+03  1.240000e+02  1.370000e+02  
1.724713e+03  1.330000e+02  1.210000e+02  
1.754707e+03  1.250000e+02  8.000000e+01  
1.784703e+03  1.030000e+02  5.500000e+01  
1.814697e+03  1.400000e+02  3.600000e+01  
1.844693e+03  1.100000e+02  1.900000e+01  
1.874688e+03  1.020000e+02  1.000000e+01  
1.904682e+03  1.060000e+02  1.100000e+01  
1.934678e+03  1.030000e+02  1.000000e+00  
1.964672e+03  1.090000e+02  3.000000e+00  
1.994668e+03  8.300000e+01  0.000000e+00  
2.024662e+03  7.700000e+01  0.000000e+00  
2.054657e+03  7.800000e+01  1.000000e+00  
2.084653e+03  7.600000e+01  0.000000e+00  
2.114648e+03  6.100000e+01  2.000000e+00  
2.144642e+03  3.500000e+01  0.000000e+00  
2.174637e+03  4.100000e+01  0.000000e+00  
2.204633e+03  3.500000e+01  0.000000e+00  
2.234628e+03  3.600000e+01  0.000000e+00  
2.264622e+03  1.900000e+01  0.000000e+00  
2.294617e+03  2.600000e+01  0.000000e+00  
2.324613e+03  2.100000e+01  0.000000e+00  
2.354608e+03  2.700000e+01  0.000000e+00  
2.384602e+03  1.400000e+01  0.000000e+00  
2.414597e+03  8.000000e+00  0.000000e+00  
2.444593e+03  4.000000e+00  0.000000e+00  
2.474588e+03  3.000000e+00  0.000000e+00  
2.504582e+03  2.000000e+00  0.000000e+00  
2.534577e+03  1.000000e+00  0.000000e+00  
2.564573e+03  2.000000e+00  0.000000e+00  
2.594568e+03  1.000000e+00  0.000000e+00  
2.624562e+03  0.000000e+00  0.000000e+00  
2.654557e+03  1.000000e+00  0.000000e+00  
2.684552e+03  0.000000e+00  0.000000e+00  
2.714548e+03  0.000000e+00  0.000000e+00  
2.744543e+03  0.000000e+00  0.000000e+00  
2.774537e+03  0.000000e+00  0.000000e+00  
2.804532e+03  0.000000e+00  0.000000e+00  
2.834528e+03  0.000000e+00  0.000000e+00  
2.864523e+03  0.000000e+00  0.000000e+00  
2.894517e+03  0.000000e+00  0.000000e+00  
2.924512e+03  0.000000e+00  0.000000e+00  
2.954508e+03  0.000000e+00  0.000000e+00  
2.984503e+03  0.000000e+00  0.000000e+00  
3.014497e+03  0.000000e+00  0.000000e+00  
3.044492e+03  0.000000e+00  0.000000e+00  
3.074488e+03  0.000000e+00  0.000000e+00  
3.104483e+03  0.000000e+00  0.000000e+00  
