x-axis,1
second,Volt
-2.120000E-06,-159.422077239E-03
-2.115000E-06,-79.020068049E-03
-2.110000E-06,-79.020068049E-03
-2.105000E-06,-154.396951664E-03
-2.100000E-06,-79.020068049E-03
-2.095000E-06,-154.396951664E-03
-2.090000E-06,-159.422077239E-03
-2.085000E-06,-79.020068049E-03
-2.080000E-06,-159.422077239E-03
-2.075000E-06,-159.422077239E-03
-2.070000E-06,-159.422077239E-03
-2.065000E-06,-79.020068049E-03
-2.060000E-06,-79.020068049E-03
-2.055000E-06,-159.422077239E-03
-2.050000E-06,-79.020068049E-03
-2.045000E-06,-79.020068049E-03
-2.040000E-06,-79.020068049E-03
-2.035000E-06,-79.020068049E-03
-2.030000E-06,-159.422077239E-03
-2.025000E-06,-159.422077239E-03
-2.020000E-06,-159.422077239E-03
-2.015000E-06,-159.422077239E-03
-2.010000E-06,-159.422077239E-03
-2.005000E-06,-79.020068049E-03
-2.000000E-06,-159.422077239E-03
-1.995000E-06,-79.020068049E-03
-1.990000E-06,-159.422077239E-03
-1.985000E-06,-159.422077239E-03
-1.980000E-06,-79.020068049E-03
-1.975000E-06,-159.422077239E-03
-1.970000E-06,-79.020068049E-03
-1.965000E-06,-159.422077239E-03
-1.960000E-06,-79.020068049E-03
-1.955000E-06,-79.020068049E-03
-1.950000E-06,-159.422077239E-03
-1.945000E-06,-154.396951664E-03
-1.940000E-06,-79.020068049E-03
-1.935000E-06,-159.422077239E-03
-1.930000E-06,-159.422077239E-03
-1.925000E-06,-159.422077239E-03
-1.920000E-06,-159.422077239E-03
-1.915000E-06,-159.422077239E-03
-1.910000E-06,-159.422077239E-03
-1.905000E-06,-159.422077239E-03
-1.900000E-06,-79.020068049E-03
-1.895000E-06,-159.422077239E-03
-1.890000E-06,-159.422077239E-03
-1.885000E-06,-79.020068049E-03
-1.880000E-06,-159.422077239E-03
-1.875000E-06,-79.020068049E-03
-1.870000E-06,-159.422077239E-03
-1.865000E-06,-159.422077239E-03
-1.860000E-06,-79.020068049E-03
-1.855000E-06,-159.422077239E-03
-1.850000E-06,-159.422077239E-03
-1.845000E-06,-79.020068049E-03
-1.840000E-06,-79.020068049E-03
-1.835000E-06,-79.020068049E-03
-1.830000E-06,-159.422077239E-03
-1.825000E-06,-79.020068049E-03
-1.820000E-06,-79.020068049E-03
-1.815000E-06,-79.020068049E-03
-1.810000E-06,-159.422077239E-03
-1.805000E-06,-79.020068049E-03
-1.800000E-06,-159.422077239E-03
-1.795000E-06,-79.020068049E-03
-1.790000E-06,-79.020068049E-03
-1.785000E-06,-159.422077239E-03
-1.780000E-06,-79.020068049E-03
-1.775000E-06,-159.422077239E-03
-1.770000E-06,-159.422077239E-03
-1.765000E-06,-159.422077239E-03
-1.760000E-06,-159.422077239E-03
-1.755000E-06,-159.422077239E-03
-1.750000E-06,-159.422077239E-03
-1.745000E-06,-154.396951664E-03
-1.740000E-06,-79.020068049E-03
-1.735000E-06,-79.020068049E-03
-1.730000E-06,-154.396951664E-03
-1.725000E-06,-79.020068049E-03
-1.720000E-06,-79.020068049E-03
-1.715000E-06,-79.020068049E-03
-1.710000E-06,-159.422077239E-03
-1.705000E-06,-159.422077239E-03
-1.700000E-06,-154.396951664E-03
-1.695000E-06,-154.396951664E-03
-1.690000E-06,-159.422077239E-03
-1.685000E-06,-159.422077239E-03
-1.680000E-06,-159.422077239E-03
-1.675000E-06,-159.422077239E-03
-1.670000E-06,-159.422077239E-03
-1.665000E-06,-159.422077239E-03
-1.660000E-06,-159.422077239E-03
-1.655000E-06,-159.422077239E-03
-1.650000E-06,-159.422077239E-03
-1.645000E-06,-159.422077239E-03
-1.640000E-06,-159.422077239E-03
-1.635000E-06,-79.020068049E-03
-1.630000E-06,-159.422077239E-03
-1.625000E-06,-79.020068049E-03
-1.620000E-06,-79.020068049E-03
-1.615000E-06,-154.396951664E-03
-1.610000E-06,-79.020068049E-03
-1.605000E-06,-159.422077239E-03
-1.600000E-06,-79.020068049E-03
-1.595000E-06,-79.020068049E-03
-1.590000E-06,-159.422077239E-03
-1.585000E-06,-159.422077239E-03
-1.580000E-06,-159.422077239E-03
-1.575000E-06,-159.422077239E-03
-1.570000E-06,-79.020068049E-03
-1.565000E-06,-79.020068049E-03
-1.560000E-06,-79.020068049E-03
-1.555000E-06,-159.422077239E-03
-1.550000E-06,-159.422077239E-03
-1.545000E-06,-159.422077239E-03
-1.540000E-06,-79.020068049E-03
-1.535000E-06,-159.422077239E-03
-1.530000E-06,-159.422077239E-03
-1.525000E-06,-159.422077239E-03
-1.520000E-06,-159.422077239E-03
-1.515000E-06,-79.020068049E-03
-1.510000E-06,-159.422077239E-03
-1.505000E-06,-159.422077239E-03
-1.500000E-06,-159.422077239E-03
-1.495000E-06,-159.422077239E-03
-1.490000E-06,-159.422077239E-03
-1.485000E-06,-159.422077239E-03
-1.480000E-06,-159.422077239E-03
-1.475000E-06,-159.422077239E-03
-1.470000E-06,-159.422077239E-03
-1.465000E-06,-159.422077239E-03
-1.460000E-06,-79.020068049E-03
-1.455000E-06,-159.422077239E-03
-1.450000E-06,-159.422077239E-03
-1.445000E-06,-159.422077239E-03
-1.440000E-06,-159.422077239E-03
-1.435000E-06,-154.396951664E-03
-1.430000E-06,-159.422077239E-03
-1.425000E-06,-159.422077239E-03
-1.420000E-06,-154.396951664E-03
-1.415000E-06,-159.422077239E-03
-1.410000E-06,-159.422077239E-03
-1.405000E-06,-79.020068049E-03
-1.400000E-06,-159.422077239E-03
-1.395000E-06,-154.396951664E-03
-1.390000E-06,-79.020068049E-03
-1.385000E-06,-159.422077239E-03
-1.380000E-06,-79.020068049E-03
-1.375000E-06,-159.422077239E-03
-1.370000E-06,-159.422077239E-03
-1.365000E-06,-159.422077239E-03
-1.360000E-06,-159.422077239E-03
-1.355000E-06,-154.396951664E-03
-1.350000E-06,-79.020068049E-03
-1.345000E-06,-159.422077239E-03
-1.340000E-06,-79.020068049E-03
-1.335000E-06,-159.422077239E-03
-1.330000E-06,-79.020068049E-03
-1.325000E-06,-79.020068049E-03
-1.320000E-06,-159.422077239E-03
-1.315000E-06,-159.422077239E-03
-1.310000E-06,-159.422077239E-03
-1.305000E-06,-159.422077239E-03
-1.300000E-06,-159.422077239E-03
-1.295000E-06,-159.422077239E-03
-1.290000E-06,-159.422077239E-03
-1.285000E-06,-159.422077239E-03
-1.280000E-06,-159.422077239E-03
-1.275000E-06,-159.422077239E-03
-1.270000E-06,-79.020068049E-03
