x-axis,1,2
second,Volt,Volt
-5.360000E-06,-280.904382467E-03,-110.552698374E-03
-5.353400E-06,-200.502373278E-03,-110.552698374E-03
-5.346800E-06,-140.200866386E-03,-50.251191482E-03
-5.340200E-06,-311.055135913E-03,-50.251191482E-03
-5.333600E-06,-200.502373278E-03,-100.502447225E-03
-5.327000E-06,-200.502373278E-03,-30.150689185E-03
-5.320400E-06,-205.527498852E-03,-100.502447225E-03
-5.313800E-06,-175.376745407E-03,-30.150689185E-03
-5.307200E-06,-175.376745407E-03,-30.150689185E-03
-5.300600E-06,-341.205889359E-03,-30.150689185E-03
-5.294000E-06,-200.502373278E-03,-70.351693779E-03
-5.287400E-06,-200.502373278E-03,-30.150689185E-03
-5.280800E-06,-220.602875575E-03,-85.427070502E-03
-5.274200E-06,-220.602875575E-03,-30.150689185E-03
-5.267600E-06,-280.904382467E-03,-170.854205266E-03
-5.261000E-06,-280.904382467E-03,-30.150689185E-03
-5.254400E-06,-280.904382467E-03,-30.150689185E-03
-5.247800E-06,-255.778754596E-03,-50.251191482E-03
-5.241200E-06,-255.778754596E-03,-50.251191482E-03
-5.234600E-06,-200.502373278E-03,-30.150689185E-03
-5.228000E-06,-280.904382467E-03,-70.351693779E-03
-5.221400E-06,-285.929508042E-03,-100.502447225E-03
-5.214800E-06,-255.778754596E-03,-30.150689185E-03
-5.208200E-06,-200.502373278E-03,-165.829079691E-03
-5.201600E-06,-200.502373278E-03,-30.150689185E-03
-5.195000E-06,-235.678252298E-03,-65.326568205E-03
-5.188400E-06,-270.854131319E-03,-35.175814759E-03
-5.181800E-06,-200.502373278E-03,-85.427070502E-03
-5.175200E-06,-255.778754596E-03,-5.025061313E-03
-5.168600E-06,-280.904382467E-03,-30.150689185E-03
-5.162000E-06,-240.703377873E-03,-30.150689185E-03
-5.155400E-06,-200.502373278E-03,-110.552698374E-03
-5.148800E-06,-336.180763785E-03,-50.251191482E-03
-5.142200E-06,-200.502373278E-03,-50.251191482E-03
-5.135600E-06,-280.904382467E-03,-110.552698374E-03
-5.129000E-06,-235.678252298E-03,-70.351693779E-03
-5.122400E-06,-200.502373278E-03,-35.175814759E-03
-5.115800E-06,-301.004884765E-03,-85.427070502E-03
-5.109200E-06,-245.728503447E-03,-85.427070502E-03
-5.102600E-06,-205.527498852E-03,-30.150689185E-03
-5.096000E-06,-200.502373278E-03,-145.728577394E-03
-5.089400E-06,-205.527498852E-03,-110.552698374E-03
-5.082800E-06,-200.502373278E-03,-50.251191482E-03
-5.076200E-06,-391.457145102E-03,-50.251191482E-03
